GeoId;Pays;Country;Region;Latitude;Longitude;12/31/19;1/1/20;1/2/20;1/3/20;1/4/20;1/5/20;1/6/20;1/7/20;1/8/20;1/9/20;1/10/20;1/11/20;1/12/20;1/13/20;1/14/20;1/15/20;1/16/20;1/17/20;1/18/20;1/19/20;1/20/20;1/21/20;1/22/20;1/23/20;1/24/20;1/25/20;1/26/20;1/27/20;1/28/20;1/29/20;1/30/20;1/31/20;2/1/20;2/2/20;2/3/20;2/4/20;2/5/20;2/6/20;2/7/20;2/8/20;2/9/20;2/10/20;2/11/20;2/12/20;2/13/20;2/14/20;2/15/20;2/16/20;2/17/20;2/18/20;2/19/20;2/20/20;2/21/20;2/22/20;2/23/20;2/24/20;2/25/20;2/26/20;2/27/20;2/28/20;2/29/20;3/1/20;3/2/20;3/3/20;3/4/20;3/5/20;3/6/20;3/7/20;3/8/20;3/9/20;3/10/20;3/11/20;3/12/20;3/13/20;3/14/20;3/15/20;3/16/20;3/17/20;3/18/20;3/19/20;3/20/20;3/21/20;3/22/20;3/23/20;3/24/20;3/25/20;3/26/20;3/27/20;3/28/20;3/29/20;3/30/20;3/31/20;4/1/20;4/2/20;4/3/20;4/4/20;4/5/20;4/6/20;4/7/20;4/8/20;4/9/20;4/10/20;4/11/20;4/12/20;4/13/20;4/14/20;4/15/20;4/16/20;4/17/20;4/18/20;4/19/20;4/20/20;4/21/20;4/22/20;4/23/20;4/24/20;4/25/20;4/26/20;4/27/20;4/28/20;4/29/20;4/30/20;5/1/20;5/2/20;5/3/20;5/4/20;5/5/20;5/6/20;5/7/20;5/8/20;5/9/20;5/10/20;5/11/20;5/12/20;5/13/20;5/14/20;5/15/20;5/16/20;5/17/20;5/18/20;5/19/20;5/20/20;5/21/20;5/22/20;5/23/20;5/24/20;5/25/20;5/26/20;5/27/20;5/28/20;5/29/20;5/30/20;5/31/20;6/1/20;6/2/20;6/3/20;6/4/20;6/5/20;6/6/20;6/7/20;6/8/20;6/9/20;6/10/20;6/11/20;6/12/20;6/13/20;6/14/20;6/15/20;6/16/20;6/17/20;6/18/20;6/19/20;6/20/20;6/21/20;6/22/20;6/23/20;6/24/20;6/25/20;6/26/20;6/27/20;6/28/20;6/29/20;6/30/20;7/1/20;7/2/20;7/3/20;7/4/20;7/5/20;7/6/20;7/7/20;7/8/20;7/9/20;7/10/20;7/11/20;7/12/20;7/13/20;7/14/20;7/15/20;7/16/20;7/17/20;7/18/20;7/19/20;7/20/20;7/21/20;7/22/20;7/23/20;7/24/20;7/25/20;7/26/20;7/27/20;Total
BZ;Belize;Belize;Amérique latine;17.18;-88.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
CA;Canada;Canada;Amérique du Nord;60;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;4;1;1;2;6;2;4;3;8;4;14;7;1;28;7;13;29;49;44;49;43;57;55;74;60;84;64;63;123;107;183;116;158;113;110;144;140;172;156;163;95;147;152;137;188;207;175;116;172;189;189;176;161;124;178;122;176;135;168;90;117;103;60;70;118;122;98;105;69;121;94;126;112;102;94;222;31;69;103;139;66;70;27;35;62;63;34;55;58;39;29;38;41;46;46;64;20;6;18;30;20;4;8;6;44;25;0;51;21;11;10;9;18;26;12;10;14;10;7;8;12;17;12;0;13;6;4;8;4;7;4;5;8890
CD;République démocratique du Congo;Democratic Republic of the Congo;Afrique;-04.20;23.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;2;2;0;0;3;0;2;5;0;0;0;2;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;3;0;0;2;0;1;0;1;1;1;0;0;2;0;3;2;0;3;6;0;0;10;0;0;1;0;0;2;0;0;4;0;0;1;1;0;0;2;1;0;3;3;3;0;4;2;2;6;2;3;5;1;6;0;3;2;4;3;6;5;0;0;7;7;0;8;10;2;5;1;0;6;0;1;0;2;4;0;0;0;1;0;2;1;0;0;1;1;1;2;3;0;3;1;204
CF;République centrafricaine;Central African Republic;Afrique;04.23;18.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;1;1;0;0;0;3;4;4;1;0;4;0;7;7;1;2;0;5;0;2;0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;1;1;0;0;59
CG;Congo;Congo;Afrique;-04.09;15.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;2;0;0;2;1;0;0;0;0;2;0;0;0;0;1;0;9;0;0;1;0;2;0;0;0;1;0;3;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;51
CH;Suisse;Switzerland;Europe;46.57;07.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;3;4;2;1;5;2;12;10;13;4;6;20;17;58;36;38;22;38;78;5;54;52;56;19;25;57;64;51;49;26;27;0;42;73;43;42;52;24;7;45;30;51;41;20;8;16;27;28;15;12;32;6;4;6;22;13;8;6;6;5;18;3;25;6;7;1;0;11;16;8;0;4;0;0;6;0;7;2;0;0;0;0;3;0;0;1;0;0;2;12;0;2;0;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;2;1;6;0;1;1700
CI;Côte d’Ivoire;Ivory Coast;Afrique;06.49;-05.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;2;1;1;3;1;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;0;1;0;0;0;3;0;0;1;2;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;2;1;0;0;2;0;3;0;4;0;0;1;0;2;0;1;0;2;3;4;0;0;2;4;2;0;2;0;0;2;2;2;1;0;3;1;2;1;2;0;3;0;0;0;4;1;0;1;0;0;1;0;2;96
CL;Chili;Chile;Amérique latine;-33.24;-70.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;4;4;2;4;5;7;3;6;5;9;8;8;7;2;10;2;11;11;10;7;6;8;13;8;6;7;8;9;9;9;11;7;13;13;10;5;6;4;9;10;8;11;12;11;12;36;27;29;28;31;35;45;41;43;45;43;45;35;49;54;53;57;59;75;87;81;92;93;649;74;19;192;173;222;231;222;39;21;232;226;252;202;184;23;3;226;172;165;279;162;66;113;65;167;131;141;116;76;50;139;109;99;100;98;45;45;117;104;1057;0;156;130;44;45;116;76;106;92;9112
CM;Cameroun;Cameroon;Afrique;03.50;11.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;1;1;1;0;0;0;1;0;0;1;1;0;5;0;4;0;0;21;0;0;1;6;0;4;3;2;1;2;0;0;3;0;0;0;44;0;0;0;6;11;0;11;3;1;0;0;0;0;6;10;3;0;6;6;4;2;0;0;14;0;8;1;0;3;0;0;0;5;0;6;0;59;2;1;0;0;0;6;18;0;1;2;5;5;0;0;0;0;0;0;0;0;0;0;15;2;29;0;0;0;0;0;0;0;0;14;0;0;0;0;0;9;3;0;0;0;385
CN;Chine;China;Pacifique occidental;35;105;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;3;11;0;9;15;15;25;25;26;38;43;46;45;57;65;66;72;73;86;89;97;108;97;254;13;143;142;105;98;139;112;118;109;98;150;70;52;29;44;47;35;42;32;37;31;30;28;27;23;17;22;11;7;15;9;13;9;16;8;4;6;6;9;7;4;6;5;3;5;2;3;1;6;10;4;3;2;0;2;2;1;3;0;2;0;1;0;1290;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;2;0;1;1;2;0;4652
CO;Colombie;Colombia;Amérique latine;04.34;-74.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;0;;0;0;0;0;0;0;0;0;1;1;1;0;1;2;0;0;4;4;2;1;2;6;7;3;11;4;5;14;11;20;9;3;15;4;13;9;13;13;10;7;10;9;10;8;10;10;16;9;15;21;10;16;18;20;19;10;21;17;18;16;14;16;16;21;16;12;18;21;17;22;30;23;22;23;26;27;19;31;37;49;30;40;36;42;58;60;54;49;64;61;0;112;47;75;59;75;63;86;95;81;111;73;94;87;163;157;128;167;117;111;136;171;136;165;122;146;149;168;187;211;194;188;148;170;189;215;259;228;220;193;237;207;315;287;294;256;8525
CR;Costa Rica;Costa Rica;Amérique latine;09.55;-84.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;1;0;1;4;0;1;1;1;2;2;1;5;4;2;5;7;8;4;2;3;9;7;11;6;104
CU;Cuba;Cuba;Amérique latine;23.08;-82.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;1;0;0;0;0;0;0;0;1;0;1;0;1;2;0;0;0;0;2;1;2;1;3;0;1;2;3;0;3;3;4;1;2;2;2;2;3;6;2;3;2;2;0;3;3;2;1;2;0;0;4;1;0;3;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
CV;Cap Vert;Cape Verde;Afrique;15.02;-23.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;2;0;0;3;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;22
CW;Curaçao;Curaçao;Amérique latine;12.10;-68.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CY;Chypre;Cyprus;Europe;35.10;33.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
CZ;République tchèque;Czech Republic;Europe;50.05;14.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;3;0;2;5;8;7;8;5;9;6;8;11;10;11;13;7;10;9;5;18;5;3;4;8;7;8;5;9;3;2;3;3;2;4;0;9;4;5;3;4;5;5;8;3;3;4;2;1;7;3;2;1;1;0;5;2;2;6;2;1;2;0;0;2;0;0;1;1;2;1;2;1;0;0;1;0;0;1;0;0;0;1;1;2;1;1;1;0;0;3;4;2;0;2;1;0;1;0;2;1;-1;-3;2;1;0;1;0;0;0;1;2;0;0;3;0;1;0;1;4;1;3;0;3;371
DE;Allemagne;Germany;Europe;52.30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;3;4;1;0;0;30;2;22;27;32;23;49;55;72;64;66;128;149;140;145;141;184;92;173;254;246;266;171;129;126;170;285;315;299;242;184;110;194;281;215;227;179;140;110;163;202;173;0;287;74;43;139;165;123;147;103;26;22;116;101;89;101;57;33;21;72;83;57;27;42;31;10;45;47;62;39;39;11;11;11;29;30;32;33;22;6;37;18;26;8;18;6;4;9;30;26;16;10;0;3;10;19;13;21;6;3;4;12;12;9;9;7;2;4;8;12;12;6;6;3;1;0;7;7;4;1;1;2;4;5;6;10;7;0;0;9118
DJ;Djibouti;Djibouti;Méditerranée orientale;11.08;42.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;0;2;1;0;0;0;4;0;4;2;0;2;2;0;1;1;0;0;0;2;3;3;0;3;1;3;2;0;0;0;0;2;0;0;3;1;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;58
DK;Danemark;Denmark;Europe;55.41;12.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;3;4;0;11;8;2;7;11;13;7;5;13;14;19;16;22;18;8;16;15;19;10;13;13;12;14;10;12;15;10;9;9;6;14;10;9;15;4;5;7;9;9;10;11;8;9;7;3;6;6;4;3;5;4;6;4;0;5;4;1;3;3;7;0;0;1;1;0;2;3;0;3;3;2;4;0;2;4;1;2;4;0;0;0;1;3;0;1;0;0;2;0;0;0;2;1;0;0;1;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;613
DM;Dominique;Dominica;Amérique latine;15.20;-61.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DO;République dominicaine;Dominican Republic;Amérique latine;18.30;-69.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;0;;;;0;0;0;0;0;0;0;2;1;0;0;3;4;0;10;8;11;3;9;6;3;8;9;5;4;12;10;10;8;9;38;4;6;6;7;4;17;9;9;10;15;5;2;6;5;0;8;7;8;12;13;7;13;8;8;11;7;5;3;5;9;7;13;2;0;4;6;7;5;2;8;2;0;2;8;6;11;3;10;4;0;13;1;4;5;11;2;1;5;6;11;7;9;15;13;10;18;2;12;8;7;7;6;16;7;14;6;8;7;14;7;11;10;11;8;10;17;8;13;22;16;17;6;7;19;12;1;29;10;12;6;6;1;30;19;8;1063
DZ;Algérie;Algeria;Afrique;28.42;03.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;1;1;0;2;0;1;1;1;3;5;2;0;2;2;4;1;3;2;4;9;14;5;42;25;22;21;20;12;30;21;19;18;20;12;11;12;16;3;8;9;8;10;5;8;4;6;7;5;7;6;3;6;4;2;5;6;7;5;6;8;5;8;7;7;7;6;6;7;6;7;7;7;10;8;9;8;6;7;8;8;7;8;6;0;14;9;8;9;8;9;8;9;10;9;7;10;11;11;12;14;12;8;7;9;8;9;7;7;5;8;7;8;8;9;9;6;7;9;10;10;0;16;7;7;10;12;12;5;11;10;9;13;11;13;12;10;9;1155
EC;Équateur;Ecuador;Amérique latine;-00.15;-78.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;;0;0;0;;;1;1;0;0;0;1;0;4;0;7;4;9;2;5;7;7;10;4;17;41;0;25;27;8;11;29;22;30;25;18;18;22;0;33;15;18;35;18;33;13;17;23;16;0;0;87;208;12;17;163;308;193;5;0;49;36;50;13;410;18;182;7;4;256;94;48;63;40;49;51;117;40;12;95;0;72;38;21;0;24;36;44;48;0;48;74;13;21;48;30;0;108;46;22;33;41;37;80;69;43;24;0;51;35;34;63;18;5;73;25;49;63;61;69;12;40;52;27;39;44;48;16;16;67;28;49;43;32;31;5;48;52;21;29;39;8;5515
EE;Estonie;Estonia;Europe;59.22;24.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;1;6;1;1;2;4;2;3;0;0;0;1;3;3;4;1;2;0;2;0;3;1;1;1;0;3;1;0;0;2;0;1;2;0;0;0;1;0;4;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69
EG;Égypte;Egypt;Méditerranée orientale;27.31;29.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;1;0;0;0;1;0;0;0;0;2;2;0;1;1;2;4;5;2;0;3;6;6;4;1;5;6;0;14;5;7;7;18;15;17;11;13;5;14;5;13;9;19;15;11;14;0;12;18;13;0;30;22;21;12;14;9;14;7;16;17;13;21;11;11;8;11;12;15;21;20;18;15;14;21;16;11;28;29;19;14;19;29;34;34;46;46;47;36;38;40;32;39;34;35;36;35;45;62;91;97;94;84;88;79;89;87;85;87;0;168;87;88;81;83;81;81;86;81;79;63;79;67;75;53;85;67;0;166;73;59;53;68;63;51;50;47;41;40;38;40;48;4606
EH;Sahara occidental;Western Sahara;Méditerranée orientale;25;-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EL;Grèce;Greece;Europe;37.58;23.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;3;5;2;2;3;2;4;2;4;6;5;6;1;3;6;9;5;6;2;2;3;4;3;5;1;2;1;3;0;0;5;6;5;0;4;5;0;0;6;0;3;1;0;3;1;2;0;1;1;2;1;0;0;1;3;1;4;2;1;2;0;1;2;1;2;0;1;1;0;2;0;0;0;0;4;0;0;0;1;0;2;1;0;0;0;0;0;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;1;0;0;1;202
ER;Erythrée;Eritrea;Afrique;15.19;38.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ES;Espagne;Spain;Europe;40.25;-03.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;23;7;12;37;37;15;152;21;182;107;169;235;324;394;462;514;738;655;769;832;838;812;849;864;950;932;809;674;637;743;757;683;605;510;619;517;787;617;585;565;410;399;430;435;440;367;378;288;0;632;453;268;281;276;164;164;185;244;213;181;227;143;123;176;184;217;138;104;87;59;69;110;52;688;50;74;-1918;283;1;1;2;4;2;0;0;1;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1179;7;1;1;1;2;3;8;3;2;3;9;8;5;17;0;0;3;4;4;5;2;0;0;3;3;4;3;4;0;0;2;2;2;3;3;0;0;;28432
ET;Éthiopie;Ethiopia;Afrique;09.02;38.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3;1;2;3;1;1;1;7;0;5;3;5;7;8;2;3;1;2;2;7;0;2;1;0;3;3;8;5;4;5;0;0;0;0;0;0;13;3;1;0;4;0;3;1;11;7;2;2;13;4;3;3;7;8;9;3;23;223
